Marital_status;Previous_qualification_grade;academic_performance;attendance_rate;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;Age_at_enrollment;International;Status;1st_sem_grade;2nd_sem_grade
1;112.0;13.214.285.714.285.700;Full;Yes;Yes;Female;Yes;20;0;Graduate;13.857.142.857.142.800;12.571.428.571.428.500
2;150.0;13.583.333.333.333.300;Partial;No;Yes;Female;No;24;0;Graduate;13.0;14.166.666.666.666.600
1;116.0;12.0;Full;No;Yes;Female;No;20;0;Graduate;12.833.333.333.333.300;11.166.666.666.666.600
1;118.0;12.1;Full;No;Yes;Female;No;20;0;Enrolled;11.0;13.2
1;130.0;12.357.142.857.142.800;Full;No;Yes;Female;Yes;19;0;Graduate;12.357.142.857.142.800;12.357.142.857.142.800
1;144.0;13.857.142.857.142.800;Full;No;Yes;Female;Yes;18;0;Graduate;13.857.142.857.142.800;13.857.142.857.142.800
1;105.0;11.5;Full;No;Yes;Female;Yes;20;0;Graduate;12.333.333.333.333.300;10.666.666.666.666.600
1;143.0;13.318.015.873.015.800;Full;No;Yes;Female;No;20;0;Graduate;12.847.142.857.142.800;13.788.888.888.888.800
1;137.0;12.679.375;Full;No;Yes;Female;Yes;19;0;Graduate;12.339.999.999.999.900;1.301.875
1;140.0;12.208.333.333.333.300;Full;No;Yes;Female;No;19;0;Enrolled;12.666.666.666.666.600;11.75
1;133.1;13.166.666.666.666.600;Full;No;Yes;Female;No;20;0;Graduate;13.833.333.333.333.300;12.5
1;116.0;10.375;Full;No;Yes;Female;No;19;0;Dropout;10.75;10.0
1;117.0;11.75;Full;No;Yes;Female;No;19;0;Dropout;13.25;10.25
1;137.0;1.373.125;Full;No;Yes;Female;Yes;18;0;Graduate;1.373.125;1.373.125
1;116.0;13.0;Full;No;Yes;Female;Yes;23;0;Dropout;13.333.333.333.333.300;12.666.666.666.666.600
1;133.1;11.4;Full;No;Yes;Female;No;21;0;Dropout;12.0;10.8
1;130.0;1.111.111.111.111.110;Partial;No;Yes;Female;No;23;0;Graduate;1.088.888.888.888.880;11.333.333.333.333.300
1;106.0;13.418.055.555.555.500;Full;No;Yes;Female;No;19;0;Graduate;13.025;13.811.111.111.111.100
1;125.0;13.583.333.333.333.300;Full;No;Yes;Female;No;18;0;Graduate;13.0;14.166.666.666.666.600
1;134.0;11.9;Full;No;Yes;Female;No;19;0;Graduate;11.8;12.0
1;133.1;12.042.857.142.857.100;Full;No;Yes;Female;Yes;25;0;Graduate;12.042.857.142.857.100;12.042.857.142.857.100
1;117.0;12.6;Full;No;Yes;Female;No;19;0;Enrolled;12.2;13.0
1;136.0;1.416.875;Full;No;Yes;Female;Yes;19;0;Graduate;128.375;15.5
1;120.0;11.35;Full;Yes;Yes;Female;Yes;24;0;Graduate;11.0;11.7
1;135.0;13.75;Full;No;Yes;Female;Yes;18;0;Graduate;13.5;14.0
1;122.0;12.419.642.857.142.800;Full;No;Yes;Female;Yes;19;0;Graduate;12.125;12.714.285.714.285.700
1;147.0;1.262.857.142.857.140;Full;No;Yes;Female;Yes;18;0;Graduate;1.262.857.142.857.140;1.262.857.142.857.140
1;120.0;11.033.333.333.333.300;Partial;No;Yes;Female;No;27;0;Enrolled;10.666.666.666.666.600;11.4
1;121.0;11.399.999.999.999.900;Full;No;Yes;Female;No;19;0;Graduate;11.2;11.6
1;135.0;12.25;Full;No;Yes;Female;Yes;18;0;Dropout;12.666.666.666.666.600;11.833.333.333.333.300
2;130.0;6.75;Full;Yes;No;Female;No;34;0;Dropout;13.5;0.0
1;128.0;11.333.333.333.333.300;Full;No;Yes;Female;No;18;0;Enrolled;11.666.666.666.666.600;11.0
1;129.0;11.416.666.666.666.600;Full;No;Yes;Female;No;18;0;Enrolled;10.5;12.333.333.333.333.300
1;143.0;1.426.875;Full;No;Yes;Female;No;18;0;Enrolled;1.426.875;1.426.875
1;108.0;0.0;Full;Yes;No;Female;No;20;0;Dropout;0.0;0.0
1;130.0;11.916.666.666.666.600;Full;No;Yes;Female;Yes;19;0;Enrolled;10.5;13.333.333.333.333.300
1;135.0;10.6;Full;No;Yes;Female;No;21;0;Enrolled;11.2;10.0
2;140.0;13.416.666.666.666.600;Partial;No;Yes;Female;No;26;0;Graduate;12.0;14.833.333.333.333.300
1;120.0;12.720.535.714.285.700;Full;No;Yes;Female;No;27;0;Graduate;12.228.571.428.571.400;132.125
1;117.0;11.125;Full;No;Yes;Female;No;20;0;Graduate;11.5;10.75
1;151.0;15.901.785.714.285.700;Full;No;Yes;Female;No;18;0;Graduate;15.375;16.428.571.428.571.400
1;140.0;13.583.333.333.333.300;Full;No;No;Female;No;23;0;Enrolled;13.666.666.666.666.600;13.5
1;133.1;12.614.285.714.285.700;Full;No;Yes;Female;No;24;0;Graduate;12.614.285.714.285.700;12.614.285.714.285.700
1;130.0;11.85;Full;No;Yes;Female;Yes;19;0;Graduate;12.2;11.5
1;125.0;11.375;Full;No;Yes;Female;No;19;0;Graduate;11.75;11.0
1;125.0;10.7;Full;Yes;Yes;Female;Yes;19;0;Enrolled;11.4;10.0
1;135.0;10.3;Full;Yes;Yes;Female;No;18;0;Enrolled;10.6;10.0
1;121.0;1.118.881.118.881.110;Partial;No;Yes;Female;No;22;0;Graduate;10.923.076.923.076.900;11.454.545.454.545.400
1;141.0;12.4;Full;No;Yes;Female;No;20;0;Graduate;12.4;12.4
1;130.0;0.0;Full;No;Yes;Female;No;25;0;Dropout;0.0;0.0
1;180.0;15.666.666.666.666.600;Full;No;Yes;Female;No;21;0;Graduate;15.833.333.333.333.300;15.5
1;117.0;11.754.166.666.666.600;Full;No;Yes;Female;No;19;0;Enrolled;11.8;11.708.333.333.333.300
1;127.0;13.119.047.619.047.600;Full;No;Yes;Female;No;18;0;Graduate;12.571.428.571.428.500;13.666.666.666.666.600
1;126.0;12.625;Full;No;Yes;Female;No;18;0;Graduate;12.0;13.25
1;143.0;13.903.472.222.222.200;Full;No;Yes;Male;No;19;0;Graduate;133.625;14.444.444.444.444.400
1;144.0;15.7;Full;No;Yes;Female;Yes;19;1;Graduate;15.4;16.0
1;126.0;11.975;Full;Yes;No;Female;No;18;0;Dropout;12.2;11.75
1;140.0;1.318.181.818.181.810;Full;No;Yes;Female;Yes;20;0;Graduate;12.818.181.818.181.800;13.545.454.545.454.500
1;148.0;0.0;Full;No;Yes;Female;No;19;0;Dropout;0.0;0.0
1;100.0;13.474.736.842.105.200;Full;No;Yes;Female;No;28;0;Graduate;13.394.736.842.105.200;13.554.736.842.105.200
1;151.0;12.625;Full;No;Yes;Female;Yes;20;0;Graduate;14.25;11.0
1;120.0;14.079.365.079.365.000;Partial;No;Yes;Female;No;30;0;Dropout;13.444.444.444.444.400;14.714.285.714.285.700
1;135.0;12.011.607.142.857.100;Full;No;Yes;Female;Yes;19;0;Graduate;12.285.714.285.714.200;117.375
1;121.0;12.433.333.333.333.300;Full;No;Yes;Female;No;22;0;Graduate;11.666.666.666.666.600;13.2
1;116.0;12.833.333.333.333.300;Full;No;Yes;Female;No;18;0;Graduate;12.166.666.666.666.600;13.5
1;147.0;10.5;Full;No;Yes;Female;No;23;0;Dropout;10.0;11.0
1;160.0;14.5;Full;No;Yes;Female;No;18;0;Graduate;14.0;15.0
1;133.0;11.916.666.666.666.600;Full;No;Yes;Female;No;18;0;Enrolled;11.833.333.333.333.300;12.0
2;100.0;7.5;Full;Yes;No;Male;No;50;0;Dropout;15.0;0.0
1;151.0;0.0;Full;No;Yes;Female;Yes;19;1;Graduate;0.0;0.0
1;124.0;10.75;Full;No;Yes;Female;No;22;1;Graduate;10.833.333.333.333.300;10.666.666.666.666.600
1;140.0;13.571.428.571.428.500;Full;Yes;Yes;Female;Yes;23;1;Graduate;13.142.857.142.857.100;14.0
1;170.0;14.2;Full;Yes;No;Female;Yes;20;0;Dropout;14.4;14.0
4;133.1;0.0;Full;No;No;Female;No;44;0;Dropout;0.0;0.0
4;133.1;1.161.111.111.111.110;Full;No;Yes;Male;No;49;0;Graduate;12.0;1.122.222.222.222.220
2;100.0;12.5;Partial;No;Yes;Male;No;46;0;Graduate;12.2;12.8
1;120.0;11.666.666.666.666.600;Full;No;No;Male;No;41;0;Dropout;12.333.333.333.333.300;11.0
1;133.0;12.159.375;Full;No;Yes;Male;No;18;0;Graduate;118.375;1.248.125
3;120.0;12.9;Partial;No;Yes;Male;No;43;0;Graduate;11.8;14.0
4;133.1;0.0;Full;Yes;No;Male;No;70;0;Dropout;0.0;0.0
4;133.1;0.0;Full;No;Yes;Male;No;48;0;Dropout;0.0;0.0
2;133.1;12.534.412.955.465.500;Full;No;Yes;Male;No;41;0;Graduate;1.268.421.052.631.570;12.384.615.384.615.300
1;140.0;12.785.714.285.714.200;Full;No;Yes;Male;No;21;0;Enrolled;12.571.428.571.428.500;13.0
1;100.0;5.625;Full;Yes;No;Male;No;35;1;Dropout;11.25;0.0
2;133.1;14.75;Full;No;Yes;Male;No;44;0;Graduate;14.0;15.5
1;143.0;13.416.666.666.666.600;Full;Yes;Yes;Male;No;18;0;Dropout;13.333.333.333.333.300;13.5
2;165.0;13.666.666.666.666.600;Partial;No;Yes;Male;No;45;0;Graduate;13.666.666.666.666.600;13.666.666.666.666.600
1;154.0;10.4;Full;No;Yes;Male;No;20;0;Enrolled;10.0;10.8
1;140.0;12.157.142.857.142.800;Full;No;Yes;Male;No;22;0;Graduate;12.6;11.714.285.714.285.700
1;140.0;17.166.666.666.666.600;Full;No;Yes;Male;No;39;0;Dropout;17.333.333.333.333.300;17.0
1;130.0;12.6;Full;No;No;Male;No;20;0;Enrolled;13.2;12.0
2;133.1;13.833.333.333.333.300;Full;No;Yes;Male;No;49;0;Dropout;14.0;13.666.666.666.666.600
1;190.0;131.875;Full;No;Yes;Male;No;43;0;Dropout;13.875;12.5
2;120.0;0.0;Partial;No;Yes;Male;No;32;0;Dropout;0.0;0.0
1;100.0;13.984.126.984.126.900;Full;No;Yes;Male;No;47;0;Graduate;1.311.111.111.111.110;14.857.142.857.142.800
5;120.0;13.166.666.666.666.600;Partial;No;Yes;Male;Yes;37;0;Dropout;13.0;13.333.333.333.333.300
2;133.1;12.321.428.571.428.500;Partial;No;Yes;Male;No;41;0;Graduate;12.5;12.142.857.142.857.100
2;150.0;1.417.094.017.094.010;Full;No;Yes;Male;No;60;0;Graduate;1.411.111.111.111.110;1.423.076.923.076.920
2;120.0;15.252.525.252.525.200;Full;No;Yes;Male;No;47;0;Graduate;14.727.272.727.272.700;1.577.777.777.777.770
1;133.1;0.0;Partial;Yes;No;Male;No;50;0;Dropout;0.0;0.0
2;133.1;0.0;Partial;No;Yes;Male;No;45;0;Dropout;0.0;0.0
1;100.0;0.0;Full;Yes;No;Male;No;45;0;Dropout;0.0;0.0
2;133.1;12.55;Full;No;Yes;Male;No;33;0;Graduate;13.5;11.6
1;143.0;13.105.714.285.714.200;Full;No;Yes;Male;No;18;0;Graduate;13.105.714.285.714.200;13.105.714.285.714.200
2;120.0;13.95;Full;No;Yes;Male;No;43;0;Graduate;13.5;14.4
1;161.0;11.923.076.923.076.900;Partial;No;Yes;Male;No;44;0;Graduate;11.846.153.846.153.800;12.0
1;133.1;0.0;Full;No;Yes;Male;No;29;0;Dropout;0.0;0.0
4;140.0;7.166.666.666.666.660;Full;Yes;No;Male;No;53;0;Dropout;14.333.333.333.333.300;0.0
2;123.0;16.700.000.000.000.000;Partial;No;Yes;Male;No;37;0;Enrolled;15.8;17.6
1;142.0;13.100.000.000.000.000;Full;No;Yes;Male;No;18;0;Enrolled;13.8;12.4
1;133.1;12.333.333.333.333.300;Full;Yes;Yes;Male;No;35;0;Dropout;12.666.666.666.666.600;12.0
1;115.0;12.5;Full;No;Yes;Male;No;23;0;Enrolled;13.0;12.0
1;156.0;0.0;Full;No;Yes;Male;No;22;0;Graduate;0.0;0.0
1;140.0;5.5;Partial;No;No;Male;No;33;0;Dropout;11.0;0.0
1;130.0;0.0;Full;No;No;Male;No;41;0;Dropout;0.0;0.0
4;140.0;158.875;Full;No;Yes;Male;No;51;0;Graduate;15.2;16.575
1;140.0;14.401.785.714.285.700;Full;No;Yes;Male;No;19;0;Graduate;14.428.571.428.571.400;14.375
1;133.1;0.0;Partial;No;Yes;Male;No;35;0;Dropout;0.0;0.0
1;131.0;0.0;Full;No;Yes;Male;No;20;1;Graduate;0.0;0.0
1;141.0;12.475;Full;No;Yes;Male;No;18;0;Enrolled;13.75;11.2
1;120.0;12.083.333.333.333.300;Full;Yes;No;Male;Yes;18;0;Dropout;12.166.666.666.666.600;12.0
1;140.0;11.904.761.904.761.900;Full;No;Yes;Male;No;21;0;Graduate;12.142.857.142.857.100;11.666.666.666.666.600
1;132.0;11.8;Full;No;Yes;Male;No;21;0;Graduate;12.0;11.6
2;130.0;12.208.333.333.333.300;Full;No;Yes;Male;No;34;0;Graduate;11.666.666.666.666.600;12.75
4;140.0;0.0;Full;No;Yes;Male;No;34;0;Dropout;0.0;0.0
1;110.0;119.375;Full;No;Yes;Male;No;21;0;Graduate;11.875;12.0
1;140.0;1.180.952.380.952.380;Full;No;Yes;Male;No;32;0;Enrolled;11.285.714.285.714.200;12.333.333.333.333.300
1;130.0;10.666.666.666.666.600;Full;No;Yes;Male;No;30;0;Dropout;10.0;11.333.333.333.333.300
1;137.0;1.159.090.909.090.900;Full;Yes;Yes;Male;No;19;0;Enrolled;12.0;11.181.818.181.818.100
1;158.0;13.416.666.666.666.600;Full;No;Yes;Male;No;20;0;Dropout;13.833.333.333.333.300;13.0
1;124.0;0.0;Full;No;Yes;Male;No;18;0;Dropout;0.0;0.0
1;136.0;13.464.285.714.285.700;Full;No;Yes;Male;No;19;0;Graduate;14.428.571.428.571.400;12.5
1;142.0;13.3;Full;No;Yes;Male;No;18;0;Dropout;14.2;12.4
1;150.0;10.916.666.666.666.600;Partial;No;Yes;Male;No;27;0;Dropout;11.5;10.333.333.333.333.300
1;120.0;14.0;Full;No;Yes;Male;No;52;0;Graduate;13.0;15.0
2;149.0;0.0;Full;No;No;Male;No;29;0;Dropout;0.0;0.0
1;130.0;11.166.666.666.666.600;Full;Yes;No;Male;No;22;0;Dropout;11.333.333.333.333.300;11.0
1;110.0;11.964.285.714.285.700;Full;No;Yes;Male;No;28;1;Graduate;12.5;11.428.571.428.571.400
1;133.1;0.0;Full;No;Yes;Male;No;30;0;Dropout;0.0;0.0
1;134.0;13.707.936.507.936.500;Full;No;Yes;Female;No;18;0;Graduate;13.471.428.571.428.500;13.944.444.444.444.400
1;130.0;12.541.666.666.666.600;Full;No;Yes;Female;No;21;0;Graduate;11.75;13.333.333.333.333.300
1;141.0;14.0;Full;Yes;Yes;Female;Yes;20;0;Graduate;13.333.333.333.333.300;14.666.666.666.666.600
1;123.0;13.105;Full;No;Yes;Female;Yes;21;0;Graduate;13.105;13.105
2;133.1;0.0;Partial;Yes;No;Female;No;32;0;Dropout;0.0;0.0
1;122.0;13.833.333.333.333.300;Full;No;Yes;Male;Yes;20;0;Graduate;15.5;12.166.666.666.666.600
1;132.0;0.0;Full;Yes;No;Male;No;19;0;Dropout;0.0;0.0
1;133.1;11.791.666.666.666.600;Full;Yes;No;Male;No;18;1;Dropout;11.25;12.333.333.333.333.300
1;130.0;11.181.818.181.818.100;Partial;No;No;Male;No;23;0;Dropout;11.0;11.363.636.363.636.300
1;111.0;12.666.666.666.666.600;Full;No;Yes;Male;No;20;0;Graduate;12.333.333.333.333.300;13.0
2;133.1;115.875;Full;No;Yes;Female;No;46;0;Graduate;11.375;11.8
1;125.0;123.034.188.034.188;Full;No;Yes;Male;No;27;0;Graduate;1.222.222.222.222.220;12.384.615.384.615.300
1;137.0;0.0;Full;No;Yes;Male;No;20;0;Enrolled;0.0;0.0
2;100.0;12.0;Partial;No;Yes;Male;No;41;0;Graduate;12.0;12.0
1;133.1;10.5;Full;Yes;Yes;Male;No;40;1;Enrolled;11.0;10.0
2;150.0;135.625;Partial;No;Yes;Male;No;37;0;Graduate;14.125;13.0
1;120.0;10.7;Full;No;Yes;Male;No;20;0;Enrolled;10.2;11.2
1;150.0;12.2;Full;No;Yes;Female;No;20;0;Enrolled;12.0;12.4
1;133.1;12.452.380.952.380.900;Partial;No;Yes;Female;No;26;0;Graduate;12.333.333.333.333.300;12.571.428.571.428.500
2;133.1;14.095.238.095.238.000;Partial;No;Yes;Male;No;54;0;Graduate;14.333.333.333.333.300;13.857.142.857.142.800
1;132.0;14.583.333.333.333.300;Full;No;Yes;Male;No;21;0;Graduate;15.166.666.666.666.600;14.0
1;134.0;15.142.857.142.857.100;Full;No;Yes;Female;Yes;20;0;Graduate;15.142.857.142.857.100;15.142.857.142.857.100
1;126.0;0.0;Full;No;Yes;Female;No;18;0;Dropout;0.0;0.0
1;136.0;13.352.936.507.936.500;Full;No;Yes;Female;No;19;0;Enrolled;13.411.428.571.428.500;13.294.444.444.444.400
1;129.0;12.25;Full;No;Yes;Female;No;18;0;Graduate;12.333.333.333.333.300;12.166.666.666.666.600
1;126.0;12.0;Full;No;Yes;Female;No;19;0;Enrolled;11.8;12.2
1;140.0;12.0;Full;Yes;Yes;Female;No;22;0;Dropout;12.0;12.0
1;162.0;153.125;Full;No;Yes;Female;No;19;0;Graduate;15.0;15.625
1;148.0;132.875;Full;No;Yes;Female;No;21;0;Dropout;13.875;12.7
1;119.0;13.083.333.333.333.300;Full;No;Yes;Female;No;20;0;Enrolled;11.833.333.333.333.300;14.333.333.333.333.300
1;123.0;13.166.666.666.666.600;Full;No;Yes;Female;Yes;18;0;Graduate;12.5;13.833.333.333.333.300
1;150.0;15.25;Full;No;Yes;Female;Yes;18;0;Graduate;15.0;15.5
1;113.0;11.083.333.333.333.300;Full;Yes;Yes;Female;No;20;0;Dropout;11.666.666.666.666.600;10.5
1;152.0;14.650.875;Full;No;Yes;Female;Yes;18;0;Graduate;14.668;1.463.375
1;154.0;13.345;Full;No;Yes;Female;No;18;0;Enrolled;13.345;13.345
1;130.0;12.566.666.666.666.600;Full;No;Yes;Female;Yes;20;0;Graduate;12.8;12.333.333.333.333.300
1;121.0;11.488.095.238.095.200;Full;No;Yes;Female;No;19;0;Graduate;10.833.333.333.333.300;12.142.857.142.857.100
1;153.0;13.833.333.333.333.300;Full;No;Yes;Female;No;18;0;Graduate;13.666.666.666.666.600;14.0
1;148.0;14.537.142.857.142.800;Full;No;Yes;Female;No;18;0;Graduate;14.537.142.857.142.800;14.537.142.857.142.800
1;143.0;14.2;Full;Yes;Yes;Female;Yes;18;0;Dropout;14.4;14.0
1;147.0;0.0;Full;No;Yes;Female;Yes;20;0;Graduate;0.0;0.0
1;138.0;13.5;Full;No;Yes;Female;Yes;19;0;Graduate;13.166.666.666.666.600;13.833.333.333.333.300
1;120.0;5.75;Full;No;No;Male;No;36;0;Dropout;11.5;0.0
1;145.0;11.880.952.380.952.300;Full;No;Yes;Female;Yes;19;0;Graduate;11.333.333.333.333.300;12.428.571.428.571.400
1;118.0;12.8;Full;No;Yes;Female;No;18;0;Graduate;12.0;13.6
1;121.0;12.666.666.666.666.600;Full;No;Yes;Female;Yes;18;0;Graduate;13.166.666.666.666.600;12.166.666.666.666.600
1;135.0;14.5;Full;No;Yes;Female;Yes;18;0;Graduate;14.833.333.333.333.300;14.166.666.666.666.600
1;140.0;1.311.111.111.111.110;Full;No;Yes;Female;No;19;0;Graduate;13.0;1.322.222.222.222.220
1;145.0;13.018.571.428.571.400;Full;No;Yes;Female;No;18;0;Graduate;13.087.142.857.142.800;12.95
1;133.0;13.5;Full;No;Yes;Female;Yes;19;0;Graduate;13.333.333.333.333.300;13.666.666.666.666.600
1;127.0;12.458.333.333.333.300;Full;No;Yes;Female;No;18;0;Enrolled;12.166.666.666.666.600;12.75
1;130.0;11.5;Full;No;No;Female;Yes;22;0;Enrolled;11.0;12.0
1;117.0;0.0;Full;Yes;No;Female;No;18;0;Dropout;0.0;0.0
1;125.0;12.899.999.999.999.900;Full;No;Yes;Female;No;19;0;Graduate;13.6;12.2
1;141.0;14.75;Full;No;Yes;Female;No;18;0;Graduate;15.5;14.0
1;122.0;14.071.428.571.428.500;Full;No;Yes;Female;No;19;0;Graduate;13.857.142.857.142.800;14.285.714.285.714.200
1;118.0;10.75;Full;Yes;Yes;Female;No;20;0;Enrolled;11.5;10.0
1;142.0;12.583.333.333.333.300;Full;No;Yes;Female;Yes;18;0;Graduate;13.0;12.166.666.666.666.600
1;143.0;13.5;Full;Yes;No;Female;No;23;0;Enrolled;14.0;13.0
1;143.0;0.0;Full;No;Yes;Female;No;20;0;Dropout;0.0;0.0
1;123.0;11.333.333.333.333.300;Full;No;Yes;Female;No;20;0;Enrolled;11.166.666.666.666.600;11.5
1;115.0;0.0;Full;Yes;No;Female;Yes;22;0;Dropout;0.0;0.0
1;112.0;12.904.761.904.761.900;Full;No;Yes;Female;Yes;18;0;Graduate;12.142.857.142.857.100;13.666.666.666.666.600
1;135.0;13.886.746.031.746.000;Full;No;Yes;Female;Yes;18;0;Graduate;14.145.714.285.714.200;13.627.777.777.777.700
1;162.0;1.429.722.222.222.220;Full;No;Yes;Female;No;18;0;Graduate;14.45;14.144.444.444.444.400
1;143.0;15.357.142.857.142.800;Full;No;Yes;Female;No;18;0;Graduate;15.714.285.714.285.700;15.0
1;130.0;12.733.333.333.333.300;Full;No;Yes;Female;No;21;0;Enrolled;12.8;12.666.666.666.666.600
1;136.0;12.0;Full;No;Yes;Female;No;20;0;Enrolled;12.5;11.5
1;125.0;13.666.666.666.666.600;Full;No;Yes;Female;No;18;0;Graduate;14.5;12.833.333.333.333.300
1;132.0;1.331.357.142.857.140;Full;No;No;Female;Yes;20;0;Enrolled;13.462.857.142.857.100;13.164.285.714.285.700
1;123.0;12.833.333.333.333.300;Partial;No;Yes;Female;No;25;0;Graduate;12.833.333.333.333.300;12.833.333.333.333.300
1;142.0;11.8;Full;No;Yes;Female;Yes;18;0;Graduate;12.0;11.6
1;147.0;0.0;Full;No;Yes;Female;No;19;0;Graduate;0.0;0.0
1;140.0;13.957.142.857.142.800;Full;No;Yes;Female;No;20;1;Enrolled;14.714.285.714.285.700;13.2
1;133.1;12.928.571.428.571.400;Full;No;Yes;Female;Yes;20;0;Graduate;12.571.428.571.428.500;13.285.714.285.714.200
1;114.0;12.0;Full;No;Yes;Female;Yes;21;0;Graduate;12.5;11.5
1;125.0;14.0;Full;No;Yes;Female;No;18;0;Graduate;14.0;14.0
1;127.0;12.369.047.619.047.600;Full;No;Yes;Female;No;18;0;Dropout;11.571.428.571.428.500;13.166.666.666.666.600
1;132.0;15.583.333.333.333.300;Full;No;Yes;Female;Yes;18;0;Graduate;15.833.333.333.333.300;15.333.333.333.333.300
1;148.0;14.25;Full;No;Yes;Female;No;18;0;Graduate;14.25;14.25
1;139.0;0.0;Full;No;Yes;Female;No;19;0;Dropout;0.0;0.0
1;136.0;11.333.333.333.333.300;Full;No;Yes;Female;No;20;0;Dropout;11.666.666.666.666.600;11.0
1;133.1;0.0;Full;No;Yes;Female;No;47;0;Dropout;0.0;0.0
1;120.0;12.85;Full;Yes;Yes;Female;No;21;1;Enrolled;13.2;12.5
2;130.0;11.0;Full;No;Yes;Male;No;31;0;Dropout;12.0;10.0
2;110.0;0.0;Full;No;Yes;Male;No;46;0;Dropout;0.0;0.0
1;133.0;11.5;Full;No;Yes;Male;No;18;0;Enrolled;12.0;11.0
1;138.0;12.041.666.666.666.600;Full;No;Yes;Male;No;19;0;Dropout;13.333.333.333.333.300;10.75
1;131.0;12.957.142.857.142.800;Full;No;Yes;Male;No;23;0;Enrolled;12.414.285.714.285.700;13.5
1;150.0;0.0;Full;No;No;Male;No;22;0;Dropout;0.0;0.0
1;125.0;13.100.000.000.000.000;Full;No;Yes;Male;No;19;0;Graduate;13.8;12.4
1;108.0;0.0;Full;Yes;No;Female;No;19;1;Dropout;0.0;0.0
1;116.0;12.75;Full;No;No;Male;No;22;0;Enrolled;11.5;14.0
1;133.1;0.0;Full;Yes;No;Male;No;29;0;Dropout;0.0;0.0
1;147.0;14.016.666.666.666.600;Full;No;Yes;Female;No;18;0;Graduate;14.016.666.666.666.600;14.016.666.666.666.600
1;143.0;11.100.000.000.000.000;Full;No;Yes;Female;No;18;0;Graduate;11.4;10.8
1;115.0;0.0;Full;Yes;No;Female;Yes;23;0;Dropout;0.0;0.0
2;160.0;11.2;Partial;No;Yes;Female;No;34;0;Graduate;10.4;12.0
1;118.0;10.458.333.333.333.300;Full;No;Yes;Female;No;19;0;Graduate;10.666.666.666.666.600;10.25
1;122.0;13.482.142.857.142.800;Full;No;Yes;Female;No;18;0;Enrolled;14.25;12.714.285.714.285.700
1;143.0;14.010.267.857.142.800;Full;No;Yes;Female;Yes;20;0;Graduate;13.914.285.714.285.700;1.410.625
1;133.0;13.292.430.555.555.500;Full;No;Yes;Female;No;19;0;Graduate;13.761.111.111.111.100;1.282.375
1;122.0;11.925;Full;No;Yes;Female;No;22;0;Enrolled;12.6;11.25
1;164.0;14.011.904.761.904.700;Full;No;Yes;Female;Yes;23;0;Graduate;13.857.142.857.142.800;14.166.666.666.666.600
2;133.1;13.842.857.142.857.100;Full;No;Yes;Male;Yes;34;0;Graduate;13.842.857.142.857.100;13.842.857.142.857.100
1;127.0;0.0;Full;Yes;No;Male;No;18;0;Enrolled;0.0;0.0
1;140.0;5.9;Full;No;Yes;Male;No;21;0;Dropout;11.8;0.0
1;127.0;13.25;Full;No;Yes;Male;No;22;0;Dropout;12.666.666.666.666.600;13.833.333.333.333.300
1;133.1;0.0;Full;No;Yes;Male;No;28;0;Dropout;0.0;0.0
1;115.0;0.0;Full;No;Yes;Male;No;23;0;Dropout;0.0;0.0
1;108.0;10.375;Full;No;Yes;Male;No;20;0;Dropout;10.75;10.0
1;136.0;12.925;Full;No;Yes;Male;No;18;0;Dropout;12.6;13.25
1;133.1;0.0;Full;Yes;No;Male;No;28;0;Dropout;0.0;0.0
1;120.0;12.071.428.571.428.500;Full;No;Yes;Male;No;21;0;Dropout;12.0;12.142.857.142.857.100
1;133.1;14.25;Full;Yes;No;Male;No;25;0;Dropout;14.0;14.5
1;160.0;13.75;Full;No;No;Male;No;19;0;Dropout;14.0;13.5
1;128.0;1.486.920.634.920.630;Full;No;Yes;Male;Yes;18;0;Graduate;14.682.857.142.857.100;15.055.555.555.555.500
1;130.0;0.0;Full;No;Yes;Male;No;29;0;Dropout;0.0;0.0
1;133.1;0.0;Full;No;Yes;Male;Yes;29;0;Dropout;0.0;0.0
1;137.0;1.332.857.142.857.140;Full;No;Yes;Male;No;20;0;Graduate;13.857.142.857.142.800;12.8
1;163.0;0.0;Full;No;Yes;Male;No;18;0;Graduate;0.0;0.0
1;125.0;12.821.428.571.428.500;Full;No;Yes;Male;No;20;0;Graduate;13.142.857.142.857.100;12.5
2;120.0;15.5;Full;No;Yes;Male;No;33;0;Dropout;18.0;13.0
1;150.0;11.522.435.897.435.800;Partial;No;Yes;Male;No;30;0;Graduate;11.461.538.461.538.400;11.583.333.333.333.300
1;135.0;11.391.666.666.666.600;Full;No;Yes;Male;Yes;21;0;Enrolled;11.2;11.583.333.333.333.300
1;148.0;14.75;Full;Yes;Yes;Male;No;18;0;Graduate;15.0;14.5
1;138.0;13.238.888.888.888.800;Full;No;Yes;Male;Yes;19;0;Graduate;14.244.444.444.444.400;12.233.333.333.333.300
1;119.0;11.25;Full;No;Yes;Male;Yes;21;0;Dropout;11.5;11.0
1;130.0;5.0;Full;No;Yes;Male;Yes;25;0;Dropout;10.0;0.0
1;135.0;11.966.666.666.666.600;Full;No;Yes;Male;No;19;0;Graduate;12.333.333.333.333.300;11.6
1;120.0;1.217.142.857.142.850;Full;No;Yes;Male;No;23;0;Dropout;12.2;12.142.857.142.857.100
